population	name	chr	start	end	recomb_Bherer2017_sexavg	recomb_Bherer2017_females	recomb_Bherer2017_males	missing	S	Pi	DAF	Divsites	D	K	Unknown	Psel_fold0	Pneu_fold0	Dsel_fold0	Dneu_fold0	alpha_fold0	test_fold0	m_sel_fold0	m_neu_fold0	Pi_sel_fold0	Pi_neu_fold0	K_sel_fold0	K_neu_fold0	alpha_pi_fold0	test_pi_fold0	Psel_neutral_fold0	alpha_cor_fold0	test_cor_fold0	DoS_fold0	f_fold0	b_fold0	y_fold0	d_fold0	Psel_intron	Pneu_intron	Dsel_intron	Dneu_intron	alpha_intron	test_intron	m_sel_intron	m_neu_intron	Pi_sel_intron	Pi_neu_intron	K_sel_intron	K_neu_intron	alpha_pi_intron	test_pi_intron	Psel_neutral_intron	alpha_cor_intron	test_cor_intron	DoS_intron	f_intron	b_intron	y_intron	d_intron	Psel_UTR5	Pneu_UTR5	Dsel_UTR5	Dneu_UTR5	alpha_UTR5	test_UTR5	m_sel_UTR5	m_neu_UTR5	Pi_sel_UTR5	Pi_neu_UTR5	K_sel_UTR5	K_neu_UTR5	alpha_pi_UTR5	test_pi_UTR5	Psel_neutral_UTR5	alpha_cor_UTR5	test_cor_UTR5	DoS_UTR5	f_UTR5	b_UTR5	y_UTR5	d_UTR5	Psel_UTR3	Pneu_UTR3	Dsel_UTR3	Dneu_UTR3	alpha_UTR3	test_UTR3	m_sel_UTR3	m_neu_UTR3	Pi_sel_UTR3	Pi_neu_UTR3	K_sel_UTR3	K_neu_UTR3	alpha_pi_UTR3	test_pi_UTR3	Psel_neutral_UTR3	alpha_cor_UTR3	test_cor_UTR3	DoS_UTR3	f_UTR3	b_UTR3	y_UTR3	d_UTR3	Psel_inter	Pneu_inter	Dsel_inter	Dneu_inter	alpha_inter	test_inter	m_sel_inter	m_neu_inter	Pi_sel_inter	Pi_neu_inter	K_sel_inter	K_neu_inter	alpha_pi_inter	test_pi_inter	Psel_neutral_inter	alpha_cor_inter	test_cor_inter	DoS_inter	f_inter	b_inter	y_inter	d_inter																			
ACB	100628560	chr10	6193671	6194725	1.277545491	1.4833758824	1.0717150996	0	12	0.0015464	6	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	16	0.0152526	0.0154098	6	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	12	0	16	0	NaN	1	973	0	0.0016768	NaN	0.0164439877	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN
ACB	399715	chr10	6319150	6378437	2.8016020142	2.7238751501	2.8793288782	4.0868303873	572	0.0013373	328	51	34	10	29	5	10	2	3	7	4	4	4	5	11	19	10	16	15	37	624	0.0105277	0.0106023	9	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	442	0	589	0	NaN	1	52918	0	0.0013989	NaN	0.0111304282	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	7	0	14	0	NaN	1	932	0	0.0010424	NaN	0.0150214592	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	5588	chr10	6468605	6622754	3.1817822703	3.4080250025	2.9555395381	4.0746026597	1288	0.0009012	773	139	44	29	17	19	16	7	10	6	4	11	5	6	16	13	7	10	23	73	2027	0.0131521	0.0132688	15	4	0	3	3	-Inf	0.2	1446	223	0.0002227	0	0.0020746888	0.0134529148	-Inf	1	NaN	NaN	0.2	-0.5	NaN	NaN	Inf	NaN	1124	0	1977	3	-Inf	0.5577648395	141758	223	0.0009367	0	0.0139463029	0.0134529148	-Inf	1	NaN	NaN	0.5577648395	-0.0015151515	NaN	NaN	Inf	NaN	2	0	0	3	-Inf	0.1	188	223	0.0017762	0	0	0.0134529148	-Inf	1	NaN	NaN	0.1	-1	NaN	NaN	Inf	NaN	9	0	13	3	-Inf	0.28	1064	223	0.0013976	0	0.0122180451	0.0134529148	-Inf	1	NaN	NaN	0.28	-0.1875	NaN	NaN	Inf	NaN	8	0	5	3	-Inf	0.2	500	223	0.005434	0	0.01	0.0134529148	-Inf	1	NaN	NaN	0.2	-0.375	NaN	NaN	Inf	NaN
ACB	439949	chr10	6621887	6627823	3.7963155	7.2435	0.349131	8.9944416372	26	0.000326	23	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	62	0.010443	0.0105164	0	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	12	0	28	0	NaN	1	2822	0	0.0000908	NaN	0.0099220411	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	3	0	8	0	NaN	1	500	0	0.0001935	NaN	0.016	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	100507127	chr10	6821060	6885368	0.5593099021	0.8395822278	0.2790375763	13.3775987809	818	0.0017822	406	41	25	4	6	23	9	11	7	17	5	4	14	5	23	17	7	21	12	58	920	0.0143322	0.0144709	94	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	655	0	850	0	NaN	1	51636	0	0.0021739	NaN	0.0164613835	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	6	0	23	0	NaN	1	1000	0	0.0008003	NaN	0.023	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	57713	chr10	7200086	7453948	2.0994893754	1.0091915124	3.1897872385	0.5613263847	2141	0.0009877	1509	177	77	69	48	37	37	31	19	11	11	19	25	29	18	12	24	24	18	167	3685	0.01452	0.0146624	75	2	2	3	7	-1.3333333333	0.5804195804	1748	413	0.0004437	0.0002071	0.0017162471	0.0169491525	-20.1581402581	1	2	-1.3333333333	0.5804195804	-0.2	0.2362700229	0	0.1350114416	0.7637299771	1882	2	3556	7	-0.8523622047	0.7275096069	241721	413	0.0009949	0.0002071	0.0147111753	0.0169491525	-4.534774741	1	2435	-1.3966535433	0.7275096069	-0.0009030654	2.0801978314	-0.4724227519	0.739815738	-0.6077750795	1	2	3	7	-0.1666666667	1	233	413	0.0000467	0.0002071	0.0128755365	0.0169491525	0.7031620413	1	2	-1.3333333333	1	-0.0333333333	1.7725321888	-0.8862660944	0.1266094421	0.1137339056	37	2	103	7	-0.2572815534	1	6794	413	0.0010957	0.0002071	0.0151604357	0.0169491525	-4.9149062963	1	48	-0.6310679612	1	-0.0123543124	1.4589343538	-0.3343391228	0.2301295261	-0.1245952311	5	2	9	7	-0.9444444444	0.6570197873	969	413	0.0006265	0.0002071	0.0092879257	0.0169491525	-4.5203959985	1	5	-0.9444444444	0.6570197873	-0.1517857143	1.0655314757	0	0.5175438596	-0.0655314757
ACB	80760	chr10	7600732	7709461	6.7840159191	10.5839780957	2.9840537425	1.5506300009	1171	0.0017062	626	134	54	47	29	18	40	27	20	14	7	19	17	19	14	16	17	24	28	69	1381	0.012714	0.012823	110	13	2	2	9	-28.25	0.0009456185	1796	442	0.0013483	0.0001457	0.0011135857	0.020361991	-168.2090392147	1	8.5	-18.125	0.0009456185	-0.6848484848	1.045935412	0.5537305122	1.544976491	-0.5996659243	941	2	1317	9	-2.215261959	0.1358861335	98905	442	0.0017004	0.0001457	0.0133158081	0.020361991	-16.84613841	1	873.5	-1.9846241458	0.1358861335	-0.0046664395	1.9518072898	0.1508265507	1.4486797095	-1.1026338406	3	2	0	9	-Inf	0.0274725275	83	442	0.0080107	0.0001457	0	0.020361991	-Inf	1	1.5	-Inf	0.0274725275	-0.6	3.9939759036	3.9939759036	7.9879518072	-6.9879518072	49	2	40	9	-4.5125	0.0264168245	4730	442	0.002492	0.0001457	0.0084566596	0.020361991	-40.1822315115	1	45.5	-4.11875	0.0264168245	-0.1444577831	2.1258985201	0.1635306554	1.8741132253	-1.2894291755	4	2	5	9	-2.6	0.3359133127	500	442	0.0031933	0.0001457	0.01	0.020361991	-43.6272791361	1	5	-3.5	0.3359133127	-0.3095238095	2.21	-0.442	1.2768888889	-0.768
ACB	3698	chr10	7744736	7791983	0.7846602621	1.1789301656	0.3903903587	3.7906366407	481	0.0012184	336	31	42	20	7	0	1	3	7	1	8	13	7	2	1	10	1	5	2	17	744	0.015757	0.0159249	19	11	5	59	23	0.1423728814	0.7701745484	1825	409	0.0008745	0.0010789	0.0323287671	0.0562347188	-0.4099184896	1	12	0.0644067797	0.7701745484	0.0320121951	0.5378630137	-0.0448219178	-0.0818487195	0.5069589041	423	5	639	23	-2.0450704225	0.0185685622	41268	409	0.0012898	0.0010789	0.0154841524	0.0562347188	-3.3416846012	1	559	-3.0241001565	0.0185685622	-0.0230609594	1.1080304352	-0.2695744887	0.5631073239	0.1615440535	0	5	3	23	1	1	162	409	0	0.0010789	0.0185185185	0.0562347188	1	1	0	1	1	0.1153846154	0	0	-0.3293075684	1	1	5	0	23	-Inf	0.2068965517	186	409	0.0006077	0.0010789	0	0.0562347188	-Inf	1	1	-Inf	0.2068965517	-0.1666666667	0.4397849462	0	0.4397849462	0.5602150538	7	5	5	23	-5.44	0.021325178	1000	409	0.0009146	0.0010789	0.005	0.0562347188	-8.5342059206	1	11	-9.12	0.021325178	-0.4047619048	0.8998	-0.3272	0.4836869565	0.4274
ACB	22944	chr10	7792425	7830490	1.4952713001	1.417636139	1.5729064613	0.6462459938	340	0.0011606	210	39	11	30	18	3	1	0	1	2	9	0	2	1	3	8	3	4	2	16	435	0.0114305	0.0115185	5	1	0	0	1	-Inf	1	834	127	0.0002336	0	0	0.0078740157	-Inf	1	NaN	NaN	1	-1	NaN	NaN	Inf	NaN	270	0	367	1	-Inf	1	30317	127	0.0011595	0	0.0121054194	0.0078740157	-Inf	1	NaN	NaN	1	-0.0027173913	NaN	NaN	Inf	NaN	2	0	3	1	-Inf	1	272	127	0.0017518	0	0.0110294118	0.0078740157	-Inf	1	NaN	NaN	1	-0.25	NaN	NaN	Inf	NaN	40	0	61	1	-Inf	1	5425	127	0.0013684	0	0.0112442396	0.0078740157	-Inf	1	NaN	NaN	1	-0.0161290323	NaN	NaN	Inf	NaN	6	0	3	1	-Inf	0.4	602	127	0.0015409	0	0.0049833887	0.0078740157	-Inf	1	NaN	NaN	0.4	-0.25	NaN	NaN	Inf	NaN
ACB	509	chr10	7829593	7850262	0.042736561	0.0423459157	0.0431272062	0	154	0.0010631	107	3	7	6	3	0	10	0	0	0	6	2	0	5	3	5	0	3	0	5	203	0.0098219	0.0098868	1	1	0	0	1	-Inf	1	656	115	0.0003265	0	0	0.0086956522	-Inf	1	NaN	NaN	1	-1	NaN	NaN	Inf	NaN	118	0	189	1	-Inf	1	18245	115	0.00099	0	0.0103590025	0.0086956522	-Inf	1	NaN	NaN	1	-0.0052631579	NaN	NaN	Inf	NaN	2	0	4	1	-Inf	1	250	115	0.002349	0	0.016	0.0086956522	-Inf	1	NaN	NaN	1	-0.2	NaN	NaN	Inf	NaN	4	0	4	1	-Inf	1	631	115	0.0008813	0	0.0063391442	0.0086956522	-Inf	1	NaN	NaN	1	-0.2	NaN	NaN	Inf	NaN	8	0	5	1	-Inf	0.4285714286	602	115	0.0037726	0	0.0083056478	0.0086956522	-Inf	1	NaN	NaN	0.4285714286	-0.1666666667	NaN	NaN	Inf	NaN
ACB	83860	chr10	7859967	8057516	0.4522271316	0.2211998491	0.6832544142	0.5117691724	1382	0.0008633	883	175	64	50	41	15	14	17	3	11	11	14	22	9	22	16	16	22	6	74	2240	0.0113406	0.0114272	29	6	1	2	4	-11	0.1025641026	1642	351	0.0002628	0.0006498	0.0012180268	0.0113960114	-2.7839177341	1	8	-15	0.1025641026	-0.5238095238	1.7101096224	-0.4275274056	1.1757003654	-0.2825822168	1244	1	2221	4	-1.2404322377	0.6603757212	192491	351	0.0008771	0.0006498	0.0115382018	0.0113960114	-0.3331657537	1	1673	-2.0130571814	0.6603757212	-0.00099454	3.0506517188	-0.7822651449	1.2559093672	-1.2683865739	0	1	1	4	1	1	206	351	0	0.0006498	0.0048543689	0.0113960114	1	1	0	1	1	0.2	0	0	-0.4259708738	1	1	1	2	4	-1	1	302	351	0.000036	0.0006498	0.0066225166	0.0113960114	0.9046649462	1	2	-3	1	-0.1666666667	2.3245033113	-1.1622516556	0.5811258278	-0.1622516556	5	1	8	4	-1.5	0.6148459384	1000	351	0.0010034	0.0006498	0.008	0.0113960114	-1.1996687124	1	8	-3	0.6148459384	-0.1666666667	2.808	-1.053	1.053	-0.755
ACB	399717	chr10	8091913	8095947	1.0922990586	0.6513525734	1.5332455439	21.1152416357	38	0.0011215	24	2	0	4	0	2	0	0	0	0	0	0	0	1	2	0	0	3	0	2	27	0.0066931	0.0067231	1	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	7	0	2	0	NaN	1	464	0	0.0025597	NaN	0.0043103448	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	9	0	8	0	NaN	1	879	0	0.0016686	NaN	0.0091012514	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	2625	chr10	8096167	8117664	1.6304148665	2.5653759863	0.6954537467	1.4745557726	178	0.00134	100	13	7	6	11	2	5	2	1	7	5	1	0	2	7	1	2	3	1	12	214	0.0099563	0.010023	2	1	2	1	6	-2	1	853	240	0.0005893	0.0003937	0.0011723329	0.025	-30.9197929896	1	0.5	-0.5	1	-0.1904761905	0.0703399766	0.0703399766	0.0937866354	0.8593200469	140	2	189	6	-1.2222222222	0.4753991423	17400	240	0.0013998	0.0003937	0.010862069	0.025	-7.1832916047	1	125	-0.9841269841	0.4753991423	-0.0166847237	0.8620689655	0.1034482759	0.5310344828	0.0344827586	5	2	4	6	-2.75	0.334841629	516	240	0.0025827	0.0003937	0.007751938	0.025	-20.1562293625	1	5.5	-3.125	0.334841629	-0.3142857143	1.2790697674	-0.1162790698	0.8527131783	-0.1627906977	10	2	7	6	-3.2857142857	0.2015560641	1178	240	0.0011037	0.0003937	0.005942275	0.025	-10.7943194601	1	8	-2.4285714286	0.2015560641	-0.2948717949	0.8149405772	0.2037351443	0.7809847199	-0.0186757216	2	2	6	6	0	1	775	240	0.0009227	0.0003937	0.0077419355	0.025	-6.5680774278	1	2	0	1	0	0.3096774194	0	0	0.6903225806
ACB	207107	chr10	10825902	10837377	0.1386464627	0.1328913544	0.1444015711	0.0348553503	95	0.0007256	68	11	0	1	1	4	0	0	0	0	1	1	2	0	0	1	0	0	1	16	247	0.0215401	0.0218555	9	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	66	0	224	0	NaN	1	9779	0	0.0007388	NaN	0.0229062276	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	7	0	16	0	NaN	1	1000	0	0.0008492	NaN	0.016	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	254312	chr10	10976403	10994626	1.4071609743	0.5449767295	2.2693452191	0	163	0.0009035	127	5	1	6	3	2	0	1	2	3	1	1	1	0	5	2	2	2	2	19	226	0.0124046	0.0125083	2	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	131	0	199	0	NaN	1	16112	0	0.0009038	NaN	0.0123510427	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	8	0	12	0	NaN	1	1000	0	0.0007614	NaN	0.012	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN
ACB	10659	chr10	11046759	11379172	2.6428503472	3.0891377679	2.1965629264	0.7848646567	2951	0.0011898	1848	279	134	93	85	60	42	40	42	47	26	30	40	43	31	24	23	28	59	181	3696	0.01112	0.0112033	40	1	2	1	0	1	1	1136	211	0.0000096	0.0004512	0.0008802817	0	1	1	0.5	1	1	0.6666666667	0.0464348592	0.0464348592	-Inf	0.9071302817	2531	2	3585	0	1	0.1713763694	312930	211	0.0012196	0.0004512	0.0114562362	0	1	1	2125.5	1	0.1713763694	0.0007895776	0.7165827821	0.1367086888	-Inf	0.1467085291	3	2	4	0	1	0.4444444444	504	211	0.0020505	0.0004512	0.0079365079	0	1	1	3.5	1	0.4444444444	0.4	0.7326388889	-0.1046626984	-Inf	0.3720238095	34	2	33	0	1	0.4936061381	8664	211	0.0003598	0.0004512	0.0038088643	0	1	1	27	1	0.4936061381	0.0555555556	0.3287742382	0.0852377655	-Inf	0.5859879963	4	2	9	0	1	0.1428571429	1000	211	0.0012426	0.0004512	0.009	0	1	1	4	1	0.1428571429	0.3333333333	0.422	0	-Inf	0.578
ACB	439950	chr10	11113006	11147951	0.6801402487	0.7616602883	0.598620209	0.0744005036	344	0.0016589	170	33	12	22	25	8	2	5	7	10	8	7	5	0	1	3	7	5	10	17	400	0.0114475	0.0115358	2	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	284	0	369	0	NaN	1	32645	0	0.0016158	NaN	0.0113034155	NaN	NaN	NA	NaN	NaN	1	0	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN	0	0	0	0	NaN	1	0	0	NaN	NaN	NaN	NaN	NaN	NA	NaN	NaN	1	NaN	NaN	NaN	NaN	NaN
ACB	9712	chr10	11502009	11654179	0.0808950755	0.1000065931	0.0617835579	1.56402994	873	0.0005258	639	89	12	23	31	13	7	2	0	0	2	3	5	14	17	9	4	7	6	62	1423	0.0093529	0.0094117	8	2	3	7	4	0.619047619	0.5961538462	1632	385	0.0000909	0.0022265	0.0042892157	0.0103896104	0.9011076813	1	1.3333333333	0.746031746	0.5961538462	0.2363636364	0.1048474946	0.0524237473	-0.255565768	0.8427287582	757	3	1361	4	0.2583884399	0.7058719345	143015	385	0.0005269	0.0022265	0.0095164843	0.0103896104	0.7416382449	1	693.6666666667	0.3204343212	0.7058719345	0.0010169655	0.6224560749	0.0568316455	-0.236673892	0.3207122796	0	3	0	4	NaN	1	126	385	0	0.0022265	0	0.0103896104	NaN	1	0	NaN	1	0	0	0	0	1	12	3	21	4	0.2380952381	1	1813	385	0.0008171	0.0022265	0.0115830116	0.0103896104	0.6708223942	1	8	0.4920634921	1	0.04	0.5662805663	0.2831402831	-0.2654440154	0.1505791506	5	3	12	4	0.4444444444	0.6466264475	783	385	0.001229	0.0022265	0.0153256705	0.0103896104	0.6257955384	1	3.3333333333	0.6296296296	0.6466264475	0.125	0.5463317724	0.2731658862	-0.6555981269	0.1805023414
ACB	79746	chr10	11783856	11806565	0.3434502352	0.6492257641	0.0376747063	2.6287978864	263	0.0023784	119	11	17	3	40	3	0	4	10	2	0	9	1	1	10	32	3	6	1	5	245	0.0107906	0.010869	0	5	1	2	2	-4	0.5	475	129	0.0028925	0.0000843	0.0042105263	0.015503876	-125.3425657719	1	1	0	0.5	-0.3333333333	0.2715789474	1.0863157895	1.0863157895	-0.3578947368	190	1	224	2	-0.6964285714	1	19881	129	0.0025205	0.0000843	0.0112670389	0.015503876	-40.1423997411	1	94	0.1607142857	1	-0.0036139554	0.609929078	0.6229062924	0.5061113626	-0.2328353705	0	1	0	2	NaN	1	0	129	NaN	0.0000843	NaN	0.015503876	NaN	NA	0	NaN	1	0	NaN	NaN	NaN	NaN	1	1	3	2	0.3333333333	1	522	129	0.0000208	0.0000843	0.0057471264	0.015503876	0.3343816381	1	0	1	1	0.1	0	0.2471264368	-0.1235632184	0.7528735632	4	1	14	2	0.4285714286	1	850	129	0.0014559	0.0000843	0.0164705882	0.015503876	-15.2568031433	1	1	0.8571428571	1	0.075	0.1517647059	0.4552941176	-0.4552941176	0.3929411765
ACB	254427	chr10	11864897	11914776	1.8629804107	1.5050423527	2.2209184686	3.3500400962	452	0.0009651	318	43	10	10	22	2	5	3	7	4	2	1	2	1	2	4	6	7	4	34	654	0.0131244	0.0132406	41	3	3	5	2	0.6	0.5920745921	447	132	0.0012255	0.0014557	0.0111856823	0.0151515152	-0.1403417288	1	4	0.4666666667	0.5920745921	0.2142857143	0.3937360179	-0.0984340045	-0.4429530201	0.7046979866	361	3	571	2	0.5785172212	0.3822573624	42811	132	0.0009875	0.0014557	0.0133376936	0.0151515152	0.2293795124	1	337.6666666667	0.6057598755	0.3822573624	0.0047513568	0.3470447626	0.0239813755	-0.5092616384	0.6289738619	2	3	0	2	-Inf	1	81	132	0.0042025	0.0014557	0	0.0151515152	-Inf	1	1.3333333333	-Inf	1	-0.4	0.7242798354	0.3621399177	1.0864197531	-0.0864197531	15	3	30	2	0.6666666667	0.3363287961	1871	132	0.0008131	0.0014557	0.0160342063	0.0151515152	0.4721862785	1	17	0.6222222222	0.3363287961	0.1041666667	0.3997862106	-0.0470336718	-0.7055050775	0.6472474613	2	3	3	2	0.5555555556	1	232	132	0.0011959	0.0014557	0.0129310345	0.0151515152	0.0374001747	1	2.3333333333	0.4814814815	1	0.2	0.4425287356	-0.0632183908	-0.474137931	0.6206896552
ACB	219731	chr10	11891107	11937209	0.3861284664	0.5032824502	0.2689744827	1.780795176	500	0.001473	313	55	9	11	27	2	11	11	11	9	3	6	5	2	4	3	8	5	10	32	701	0.0152133	0.0153697	20	3	3	5	2	0.6	0.5920745921	447	132	0.0001443	0.0029379	0.0111856823	0.0151515152	0.9334691756	1	4	0.4666666667	0.5920745921	0.2142857143	0.3937360179	-0.0984340045	-0.4429530201	0.7046979866	376	3	605	2	0.5856749311	0.3782846887	38980	132	0.0014678	0.0029379	0.0155207799	0.0151515152	0.5122779408	1	383.6666666667	0.5772268136	0.3782846887	0.0046206744	0.4330767915	-0.0086540106	-0.5999486916	0.5755772191	2	3	0	2	-Inf	1	81	132	0.0074099	0.0029379	0	0.0151515152	-Inf	1	1.3333333333	-Inf	1	-0.4	0.7242798354	0.3621399177	1.0864197531	-0.0864197531	15	3	30	2	0.6666666667	0.3363287961	1871	132	0.0006839	0.0029379	0.0160342063	0.0151515152	0.7800296267	1	17	0.6222222222	0.3363287961	0.1041666667	0.3997862106	-0.0470336718	-0.7055050775	0.6472474613	9	3	5	2	-0.2	1	500	132	0.0020191	0.0029379	0.01	0.0151515152	-0.0413024352	1	12	-0.6	1	-0.0357142857	1.056	-0.264	0.132	0.208
ACB	26019	chr10	11961521	12085669	0.2715388435	0.3959253542	0.1471523329	0.5002053984	752	0.0005976	546	73	21	9	2	40	12	1	1	0	1	1	5	5	27	4	3	8	9	130	1321	0.0106428	0.010719	24	3	4	2	3	-0.125	1	2465	446	0.0003409	0.0017377	0.000811359	0.0067264574	-0.6263931035	1	3	-0.125	1	-0.0285714286	0.1356997972	0	0.0150777552	0.8643002028	643	4	1259	3	0.6169579031	0.2364568039	115483	446	0.0006017	0.0017377	0.0109020375	0.0067264574	0.7863593288	1	834	0.5031771247	0.2364568039	0.0038052011	0.8052354026	-0.1844124243	-0.9999466011	0.3791770217	2	4	8	3	0.8125	0.1617647059	809	446	0.0005438	0.0017377	0.0098887515	0.0067264574	0.7871325132	1	2	0.8125	0.1617647059	0.3939393939	0.2756489493	0	-1.1944787804	0.7243510507	6	4	11	3	0.5909090909	0.3926392067	1416	446	0.0005971	0.0017377	0.0077683616	0.0067264574	0.7024710468	1	7	0.5227272727	0.3926392067	0.1857142857	0.551200565	-0.0787429379	-0.6824387947	0.5275423729	7	4	17	3	0.6911764706	0.2095661846	1000	446	0.0012725	0.0017377	0.017	0.0067264574	0.7102519882	1	9	0.6029411765	0.2095661846	0.2136363636	1.0035	-0.223	-1.7468333333	0.2195
ACB	55526	chr10	12110416	12165727	1.0579906894	0.4011631679	1.7148182109	0.6092710443	508	0.0011749	278	23	21	27	10	6	3	3	4	5	3	1	1	2	0	10	8	13	4	42	690	0.0124839	0.012589	33	8	2	7	6	-2.4285714286	0.3787858393	1741	424	0.000604	0.0001017	0.0040206778	0.0141509434	-19.9026866716	1	5	-1.1428571429	0.3787858393	-0.2615384615	0.6088454911	0.3653072947	0.6900248899	0.0258472142	412	2	625	6	-0.9776	0.4895649073	48808	424	0.0012173	0.0001017	0.0128052778	0.0141509434	-12.2273564646	1	338	-0.6224	0.4895649073	-0.0046777984	1.4681199803	0.3214227176	0.8846363984	-0.7895426979	1	2	5	6	0.4	1	117	424	0.0009762	0.0001017	0.0427350427	0.0141509434	-2.1784772082	1	0.5	0.7	1	0.1212121212	0.905982906	0.905982906	-1.207977208	-0.811965812	19	2	22	6	-1.5909090909	0.4384310589	2340	424	0.0011379	0.0001017	0.0094017094	0.0141509434	-15.8407610923	1	14.5	-0.9772727273	0.4384310589	-0.119047619	1.3136752137	0.4076923077	1.056980057	-0.7213675214	12	2	17	6	-1.1176470588	0.6827541013	1000	424	0.0015099	0.0001017	0.017	0.0141509434	-11.3584414564	1	11	-0.9411764706	0.6827541013	-0.1180124224	2.332	0.212	1.3426666667	-1.544
